"slug","city_name_ru","hotel_name","image_url","star_rating","region_id","tripadvisor_rating","max_tripadvisor_rating","facilities","price"
"lenina_40_apartments","Хабаровск","Апартаменты Ленина 40","https://cdn.ostrovok.ru/t/orig/extranet/c6/97/c697178d3cb9c68f16242dd8de36b65904824d44.jpeg",,1813,0,5,"",2182.79
"apartamenty_24_muravieva_amurskogo_25","Хабаровск","Апартаменты Kvartiry24 Муравьева Амурского 25","https://cdn.ostrovok.ru/t/orig/carsolize/45/02/4502603255ca966399f5a75d17f0f80b0002f10f.jpeg",,1813,0,5,"",2182.79
"apartamentyi_kim_yu_chena_21","Хабаровск","Апартаменты на Ким Ю Чена 21","https://cdn.ostrovok.ru/t/orig/extranet/e5/42/e5424dc42c2b5d7861038bd7edb6372b89e3374d.jpeg",,1813,0,5,"",2550.00
"apartamentyi_dikopoltseva_35","Хабаровск","Апартаменты на Дикопольцева 35","https://cdn.ostrovok.ru/t/orig/extranet/ec/90/ec905a25764be73aec59ed0eab7498ad9f32d0f6.jpeg",,1813,0,5,"",2520.00
"hostel_na_kostromskoy_","Хабаровск","Хостел на Костромской","https://cdn.ostrovok.ru/t/orig/second/83/1b/831bc5a3967a15bbe5dcef9c0d25c0ddc7d080c6.jpeg",,1813,0,5,"",609.07
"apartamentyi_gogolya_14","Хабаровск","Апартаменты на Гоголя 14","https://cdn.ostrovok.ru/t/orig/extranet/ba/df/badf24fe6c857542053824a53ef89743a7687c52.jpeg",,1813,0,5,"",2379.15
"syisoeva_12","Хабаровск","Апартаменты Сысоева 12","https://cdn.ostrovok.ru/t/orig/extranet/fd/0e/fd0ebdaedebbe1dd87ea675a7e33af9721bb30ca.jpeg",,1813,0,5,"Бесплатный интернет,Трансфер",1900.00
"slava","Хабаровск","Мини-Отель Слава","https://cdn.ostrovok.ru/t/orig/extranet/media/55e8dd6b277149efa1b9f3bcc4211fe7.jpg",,1813,0,5,"",1596.21
"bolshaya_6_a_apartments","Хабаровск","Апартаменты Большая 6 А","https://cdn.ostrovok.ru/t/orig/extranet/e5/cc/e5ccb538a4c41efb523e43d50a4679d62eb16849.jpeg",,1813,0,5,"",2182.79
"apartamentyi_kim_yu_chena_63","Хабаровск","Апартаменты на Ким Ю Чена 63","https://cdn.ostrovok.ru/t/orig/extranet/c4/3f/c43f53ede5567c7abc5eb3a7080194c5dd155400.jpeg",,1813,0,5,"",1955.00
"apartment_amurskiy_bulvar_5","Хабаровск","Апартаменты Амурский Бульвар 5","https://cdn.ostrovok.ru/t/orig/extranet/37/ea/37ea3e2f7caf64a498d3a99a3e93c18f6c673b5f.jpeg",,1813,0,5,"",2000.00
"apartamentyi_postyisheva_25","Хабаровск","Апартаменты на Постышева 25","https://cdn.ostrovok.ru/t/orig/extranet/25/67/256779dbd71fd40e8ae5e2db1b35865ad1957af9.jpeg",,1813,0,5,"",2379.15
"aida_hostel","Хабаровск","Хостел Аида","https://cdn.ostrovok.ru/t/orig/extranet/ec/2c/ec2c9015fe67b63ce1a47a10d23185a9997fa8d9.jpeg",,1813,0,5,"",609.07
"apartamentyi_vahova_10b","Хабаровск","Апартаменты Вахова 10б","https://cdn.ostrovok.ru/t/orig/extranet/f8/41/f84137083a7a26191d48cbd5ff3194feacdf9f9f.jpeg",,1813,0,5,"",2100.00
"hostel_na_zaimke","Хабаровск","Hostel Na Zaimke","https://cdn.ostrovok.ru/t/orig/second/9a/c7/9ac7698b45b7ac928cdaf02ae9f2f4b325b6da8a.jpeg",,1813,0,5,"",609.07
"erofej_arena_apartments","Хабаровск","Апартаменты Ерофей Арена, улица Сысоева, 15","https://cdn.ostrovok.ru/t/orig/extranet/cb/8f/cb8f31f41268216748febfb513875cf5d12d0368.jpeg",,1813,0,5,"",2297.76
"na_chehova_apartment","Хабаровск","Апартаменты на Чехова","https://cdn.ostrovok.ru/t/orig/extranet/a4/b3/a4b33a6917c5528e973ec9f2fdc3fa8d8b039abd.jpeg",,1813,0,5,"Бесплатный интернет,Парковка",2182.79
"vzlet_minihotel","Хабаровск","Мини-Отель Взлет","https://cdn.ostrovok.ru/t/orig/extranet/98/36/983659f29bcb3bebb03588d0a1cec63a4b5530aa.jpeg",,1813,0,5,"",1710.00
"romanov_les_hotel","Кострома","Отель Романов Лес","https://cdn.ostrovok.ru/t/orig/extranet/a2/dd/a2ddb08388d1f79261554db5387a00086ce482af.jpeg",,1866,4.5,5,"",5529.00
"gostevoi_dom_u_pruda","Кострома","Гостевой дом У пруда","https://cdn.ostrovok.ru/t/orig/extranet/media/23cfd30243d04d82b4159d38b28df3a8.jpg",,1866,5,5,"",1839.00
"butikotel_ostrovskii_prichal","Кострома","Отель Островский Причал","https://cdn.ostrovok.ru/t/orig/extranet/76/30/76306e1cea337e29252366f9dd86263a4545fa64.jpeg",,1866,4,5,"",2192.00
"noev_kovcheg","Кострома","Парк Отель Ноев Ковчег","https://cdn.ostrovok.ru/t/orig/extranet/20/3b/203bec713e9f8de7c1332ba257ae7d7e5f61e278.jpeg",,1866,0,5,"",1728.86
"vetluga_hotel","Кострома","База отдыха Ветлуга","https://cdn.ostrovok.ru/t/orig/extranet/01/ac/01acdbf9b7680d9c006dc12133cc74fc38e7f426.jpeg",,1866,0,5,"",1723.00
"gostinichnyi_kompleks_volga","Кострома","Гостиничный комплекс Волга","https://cdn.ostrovok.ru/t/orig/extranet/41/c5/41c5d5819e5993e6272a6f28363cfdb17745cdac.jpeg",,1866,3.5,5,"",2166.10
"tretyakov_hotel_","Кострома","Третьяков Отель","https://cdn.ostrovok.ru/t/orig/second/d3/4d/d34d2978eb2c9bbc99b9f672521c7ed6ec48ab4f.jpeg",,1866,3.5,5,"",3505.75
"guest_house_zavolzhye_","Кострома","Гостевой дом Заволжье ","https://cdn.ostrovok.ru/t/orig/ostrovok/73/75/7375bea824559b7c663bec141def56bed6c8ad7a.jpeg",,1866,3.5,5,"",11091.00
"apartmenty_v_centere","Кострома","Апартаменты «В центре»","https://cdn.ostrovok.ru/t/orig/ostrovok/26/8e/268e32a16f93eac3dc532e7f2a80e4d33c7c831e.jpeg",,1866,3,5,"",1900.00
"_0x3977a","Кострома","Гостевой Дом Емеля","https://cdn.ostrovok.ru/t/orig/extranet/42/88/4288e15589a029b58ff2110244283b1684a2210e.jpeg",,1866,0,5,"",7439.54
"teremok_7","Кострома","Гостевой Дом Теремок","https://cdn.ostrovok.ru/t/orig/second/0d/c8/0dc80cef1e4e8d4a67ae097ea06d22a8fe959be5.jpeg",,1866,0,5,"",7439.54
"yablonevy_sad_guesthouse","Кострома","Гостевой дом Яблоневый сад","https://cdn.ostrovok.ru/t/orig/extranet/media/265281a20ca04ade809916275eea00be.jpg",,1866,5,5,"",11091.00
"hostel_october","Кострома","Hostel October","https://cdn.ostrovok.ru/t/orig/second/bd/ae/bdaea79c63336d9aa011229eb61c3bbfb0e5738f.jpeg",,1866,5,5,"",2483.59
"apartment_lux_sovetskaya","Кострома","Apartment Lux Sovetskaya","https://cdn.ostrovok.ru/t/orig/second/01/40/014009f8b078d5dff5bcda40f550b815b944f2d5.jpeg",,1866,0,5,"",1900.00
"lubas_apartment_monastery_view_","Кострома","Апартаменты Любы с видом на монастырь","https://cdn.ostrovok.ru/t/orig/second/87/37/87376b134e822b64d7690d7770745096967923c0.jpeg",,1866,4.5,5,"",1900.00
"ekaterina_hotel_2","Кострома","Отель Екатерина","https://cdn.ostrovok.ru/t/orig/extranet/18/62/186201695c2d372057a5b459f609fd068f72ce4a.jpeg",,1866,0,5,"",3225.00
"golden_ring_hotel","Кострома","Отель Золотое кольцо","https://cdn.ostrovok.ru/t/orig/second/de/c7/dec7c32a63f82cc0cb173db0ceca14f2b652cb34.jpeg",,1866,4.5,5,"",3298.00
"business_hotel_6","Кострома","Бизнес-Отель Кострома","https://cdn.ostrovok.ru/t/orig/extranet/media/dc6372a914114a63b2000f30b6d132fb.jpg",,1866,4,5,"",2902.23
"khostel_little","Кострома","Хостел Little","https://cdn.ostrovok.ru/t/orig/extranet/media/f0128ab0f6c248baa479037842746b31.jpg",,1866,3,5,"",859.52
"guest_house_silikatnyj","Кострома","Guest House Silikatnyj","https://cdn.ostrovok.ru/t/orig/second/48/56/48560127912748b9cc19c39878164828f3a35a4c.jpeg",,1866,0,5,"",11091.00
"v_zhk_akvareli_apartments","Краснодар","Аппартаменты в ЖК Акварели","https://cdn.ostrovok.ru/t/orig/extranet/cf/00/cf00a7ae07146873f55dd5d2af99d176931f0532.jpeg",,1913,0,5,"",1190.00
"dobryij_dom","Краснодар","Мини-Отель Добрый Дом","https://cdn.ostrovok.ru/t/orig/extranet/a5/7a/a57a1085f09fedc88daaa450f00787f6cee896be.jpeg",,1913,0,5,"",1285.53
"villa_marton_","Краснодар","Отель Вилла Мартон","https://cdn.ostrovok.ru/t/orig/extranet/b7/71/b771482853ba6ab398c8ed25c94513ec772de767.jpeg",,1913,4,5,"",1399.67
"u_druzey_","Краснодар","Гостевой Дом У Друзей","https://cdn.ostrovok.ru/t/orig/second/7b/96/7b9667eabfdec22b8dbcbf3850f6bead7441361e.jpeg",,1913,3.5,5,"",1391.29
"near_the_park_apartments","Краснодар","Апартаменты Near the park","https://cdn.ostrovok.ru/t/orig/extranet/b4/82/b482b7ab6751d52963f6a5c11aa8a306acb33acd.jpeg",,1913,0,5,"",1974.76
"biudzhetnaia_gostinitsa","Краснодар","Гостиница Бюджетная","https://cdn.ostrovok.ru/t/orig/extranet/c4/54/c454d6b465be230edb8fea7d1631cbaf98d84c51.jpeg",,1913,,5,"",1285.53
"yuzhny_hotel","Краснодар","Отель Южный","https://cdn.ostrovok.ru/t/orig/extranet/media/37dbb7bfcf334ecb8e81a2e3171c3550.jpg",,1913,2.5,5,"",1873.20
"myhomehotel_na_krasnoy_176","Краснодар","Myhomehotel Na Krasnoy 176","https://cdn.ostrovok.ru/t/orig/second/db/cc/dbcc66dfdfd797633d3b43f9e955cb1dee0582c3.jpeg",,1913,0,5,"Бесплатный интернет",2010.81
"appartamentyi_na_zipovskoj","Краснодар","Апартаменты на Зиповской","https://cdn.ostrovok.ru/t/orig/extranet/3d/27/3d277b0011f65fa69209da405805ec6ea99c434e.jpeg",,1913,0,5,"",1974.76
"solnyshko_krasnodar1","Краснодар","Хостел Солнышко Краснодар 1","https://cdn.ostrovok.ru/t/orig/second/5b/04/5b04fc4a415086c79e214cab83c83f3d68129cdf.jpeg",,1913,0,5,"",650.00
"sormovskaya_apartments","Краснодар","Апартаменты Сормовская","https://cdn.ostrovok.ru/t/orig/extranet/b5/c2/b5c204a9b190a9b4eb40b8a9b002aaa357228442.jpeg",,1913,0,5,"",1710.00
"tizen_hostel","Краснодар","Хостел Tizen","https://cdn.ostrovok.ru/t/orig/extranet/b4/60/b46011ef7abb0ae4adb014216b482f8e8d82221f.jpeg",,1913,0,5,"",250.00
"altair_guest_house","Краснодар","Гостевой дом Альтаир","https://cdn.ostrovok.ru/t/orig/extranet/47/a4/47a4de912a719b280317d48dc4827224c3a4e936.jpeg",,1913,5,5,"",1100.00
"guest_house_aura","Краснодар","Guest House Aura","https://cdn.ostrovok.ru/t/orig/second/c5/32/c5327dfcd0b82808c682871240dc02b067907b12.jpeg",,1913,4,5,"",1391.29
"ekaterinodar","Краснодар","Отель Екатеринодар","https://cdn.ostrovok.ru/t/orig/extranet/34/b5/34b5a59cd625c99ba9ec03600f2b0975561e1b6f.jpeg",,1913,4.5,5,"",3510.60
"lastochkino_gnezdo_hotel","Краснодар","Отель Ласточкино гнездо","https://cdn.ostrovok.ru/t/orig/extranet/media/30095e1242c34377ad33a9eb9bd26438.JPG",,1913,2.5,5,"",1290.00
"yablonovskij_hostel","Краснодар","Хостел Яблоновский","https://cdn.ostrovok.ru/t/orig/extranet/ef/a8/efa8c0e9b3d141204cc32f679e77f20aaf72f20e.jpeg",,1913,0,5,"",315.00
"kvartira_v_tsentre_apartments","Краснодар","Апартаменты Квартира в Центре","https://cdn.ostrovok.ru/t/orig/extranet/de/d9/ded9917684e84d83ea820129888866dee22992be.jpeg",,1913,0,5,"",3422.00
"apartamentyi_na_kozhevennoj","Краснодар","Апартаменты на Кожевенной","https://cdn.ostrovok.ru/t/orig/extranet/67/ec/67eca0f519caa9c9f2010e6bc59ae36e03c2a719.jpeg",,1913,0,5,"",1974.76
"khz_khostel","Краснодар","ХЗ Хостел","https://cdn.ostrovok.ru/t/orig/extranet/5b/75/5b7511bdbf714f5ee1fe8be173b77e254e6187f1.bmp",,1913,4,5,"",275.50
"tonika_hotel","Самара","Отель Тоника","https://cdn.ostrovok.ru/t/orig/extranet/9b/1e/9b1eec0ece9a3d7881d22fcfa7202fa5124cdc37.jpeg",,1948,4,5,"",3127.00
"atmosfera_guest_house","Самара","Гостевой Дом Atmosfera","https://cdn.ostrovok.ru/t/orig/extranet/17/18/171825f94e754ac9b04791f4ff999d67b2073a1e.jpeg",,1948,0,5,"Парковка,Трансфер",2375.00
"ochag_y_vokzala","Самара","Ochag y Vokzala","https://cdn.ostrovok.ru/t/orig/carsolize/42/0c/420c6a5d48f47c198ffbf944640a2449c321af6d.jpeg",,1948,0,5,"",1797.33
"ochag_2","Самара","Мини-отель Очаг","https://cdn.ostrovok.ru/t/orig/extranet/fe/b5/feb508abb6e21de4a340a4bf12143516a6f486a4.jpeg",,1948,3,5,"",1925.00
"samara_cottages_raysky_dom_3_109","Самара","Коттеджи в Самаре Райский Дом 4, 110","https://cdn.ostrovok.ru/t/orig/carsolize/8a/2c/8a2cf114fbdbf9fb61503c5a23733b0e01f321c0.jpeg",,1948,0,5,"",10109.75
"gostinitsa_ekvator","Самара","Гостиница Экватор","https://cdn.ostrovok.ru/t/orig/mec/37/a4/37a4d634ac5bff63c1ae992538ca4126521b6b9f.jpeg",3,1948,4.5,5,"",4013.57
"attache","Самара","Атташе","https://cdn.ostrovok.ru/t/orig/extranet/media/94b45ec27ba340e68813670daaed549a.jpg",,1948,0,5,"",900.00
"gostinyi_dvor_na_nikolaevskoi","Самара","Гостиный двор на Николаевской","https://cdn.ostrovok.ru/t/orig/mec/hotels/8000000/7660000/7652400/7652315/7652315_24_b.jpg",,1948,2,5,"",2451.87
"volzhskiy_briz_hotel_","Самара","Мини-отель Волжский бриз","https://cdn.ostrovok.ru/t/orig/extranet/media/dc4b7a64157f40a1932550e459609666.jpg",,1948,0,5,"",1489.83
"khostel_rusland","Самара","Хостел Rusland","https://cdn.ostrovok.ru/t/orig/extranet/media/4a0d44db813e487684f9f66e766bbf64.jpg",,1948,3.5,5,"",441.84
"orekhoff_apartments_centralnaya","Самара","Орехофф Апартаменты Центральная","https://cdn.ostrovok.ru/t/orig/second/aa/55/aa55af32a9549c61c8971c696633a1b4aa72aa73.jpeg",,1948,0,5,"",5499.17
"galchonok_hotel_2","Самара","Galchonok Hotel","https://cdn.ostrovok.ru/t/orig/second/6c/5e/6c5e840c9004ffdd555962e6a64f923ac553876f.jpeg",,1948,2.5,5,"",1797.33
"na_kirova_apartments","Самара","Апартаменты на Кирова","https://cdn.ostrovok.ru/t/orig/extranet/97/0a/970a74b33f8ac68423d1dda1411d47619be32b29.jpeg",,1948,0,5,"",5499.17
"gagarin_hostel","Самара","Хостел Гагарин","https://cdn.ostrovok.ru/t/orig/extranet/ad/94/ad94e0a726db92c357b27692f0fb0648a81ff56c.jpeg",,1948,0,5,"",457.00
"my_home_star_aparthotel_","Самара","My Home Star Aparthotel","https://cdn.ostrovok.ru/t/orig/second/7c/f0/7cf059034bf9884d16a6809cde6a900ceaf8f954.jpeg",,1948,5,5,"",5499.17
"gostinitsa_evropa","Самара","Гостиница Европа","https://cdn.ostrovok.ru/t/orig/second/94/5c/945c2979bd8c3791f0d1901976d388efbb29cb52.jpeg",3,1948,4,5,"",2940.82
"hostel_kameliya_uyutnokak_doma","Самара","Хостел Камелия","https://cdn.ostrovok.ru/t/orig/extranet/fd/9c/fd9c6d7dacc6da6eb2b67a163a393af3fadaac87.jpeg",,1948,0,5,"",385.00
"ost_west_club_otel","Самара","Ost West Club","https://cdn.ostrovok.ru/t/orig/extranet/media/36f674015e7f46a99d149b18851c1c9f.jpg",4,1948,4,5,"",4818.00
"yo_hostel_2","Самара","Хостел Yo!","https://cdn.ostrovok.ru/t/orig/extranet/media/71b76d60f4e94f318075524f67791d2c.jpg",,1948,4,5,"",441.84
"solnechnaya_14","Самара","Апартаменты Солнечная 14","https://cdn.ostrovok.ru/t/orig/extranet/41/ae/41aed95a9b2a452dc794906f7794d0d57b0d0846.png",,1948,0,5,"",5499.17
"apartment_chistopolskaya_2","Казань","Апартаменты LUX на Чистопольской","https://cdn.ostrovok.ru/t/orig/extranet/f3/35/f3355dd25b2bda715082b78f54d15a92bd909c3c.jpeg",,1993,0,5,"",1900.00
"tetyushi_raj_gostinitsa","Казань","Гостиница Тетюши Рай","https://cdn.ostrovok.ru/t/orig/extranet/a8/19/a819a28455a4fcdf50373c7b8ba0caeb1fa9fda3.jpeg",,1993,0,5,"Бесплатный интернет,Трансфер,Бассейн,Спа-услуги",2576.25
"hostel_gagarinn","Казань","Hostel Gagar-INN","https://cdn.ostrovok.ru/t/orig/second/c0/0b/c00b3064379ff5086a3a6dbe4aaf7a47840ff783.jpeg",,1993,4,5,"",1026.13
"prestige_house_verona_hotel_","Казань","Гостиница Prestige House Verona","https://cdn.ostrovok.ru/t/orig/extranet/media/97d2061799624b30a48d7e003c6d170f.jpg",,1993,3.5,5,"",2680.53
"sputnik_hotel","Казань","Хостел Спутник","https://cdn.ostrovok.ru/t/orig/extranet/media/97b82036274c4ea690a9d98441effe4d.jpg",,1993,4.5,5,"",577.00
"agropark_hotel","Казань","Агропарк Казань Отель","https://cdn.ostrovok.ru/t/orig/extranet/media/9629fde189944379a11d6b4e8a6964c0.jpg",,1993,4.5,5,"",2058.00
"surf_hostel_kazan","Казань","Хостел Surf Kazan","https://cdn.ostrovok.ru/t/orig/extranet/media/0adfd34e2d9c4099a3d337985e9a6491.jpg",,1993,4,5,"",1026.13
"sibgata_hakima_apartments_2","Казань","Апартаменты Сибгата Хакима","https://cdn.ostrovok.ru/t/orig/extranet/80/3f/803f1449438a1cc971c1aed53196774a1c5a97e1.jpeg",,1993,0,5,"",4250.00
"khostel_sigma","Казань","Мини-отель Sigma","https://cdn.ostrovok.ru/t/orig/extranet/media/074792babcce42bca4e8a2e79b547b60.png",,1993,3.5,5,"",1707.43
"zilant_hostel","Казань","Хостел Зилант","https://cdn.ostrovok.ru/t/orig/extranet/fc/1f/fc1fce3812ff84e67d7144d975c218e8ca1cf963.jpeg",,1993,0,5,"",255.00
"clever_house_apartment","Казань","Апартаменты Clever House","https://cdn.ostrovok.ru/t/orig/extranet/2d/93/2d93eec1cb750cc2c7895da34d78757d0ef48cde.jpeg",,1993,0,5,"",2843.96
"2k_chistopolskaya_64_shagovaya_dostupnost_do_akvaparka","Казань","Апартаменты на Чистопольской 64","https://cdn.ostrovok.ru/t/orig/extranet/6e/d7/6ed7cc09e30141d74dde644110317c80a61b0bf4.jpeg",,1993,4,5,"",3000.00
"bliss_na_pavlyuhina_apartments","Казань","Апартаменты Bliss на Павлюхина","https://cdn.ostrovok.ru/t/orig/extranet/bb/cc/bbcc8553c61036089a8333edd90dd82888b22192.jpeg",,1993,0,5,"",1920.00
"agat_hostel","Казань","Хостел Агат","https://cdn.ostrovok.ru/t/orig/extranet/3a/9e/3a9e21adf5d0011c5e413440346e1a13d726e907.jpeg",,1993,1,5,"",382.67
"u_kazanskogo_kremlya_apartments","Казань","Апартаменты У Казанского Кремля","https://cdn.ostrovok.ru/t/orig/extranet/04/97/0497dc0a1723eca24c67078fac920826cbd87120.jpeg",,1993,0,5,"",5000.00
"adelina_2","Казань","Апартаменты Аделина","https://cdn.ostrovok.ru/t/orig/extranet/d1/e6/d1e630ef6cc3ae60bd2c550012528b7ffabdd628.jpeg",,1993,3.5,5,"",1500.00
"ilmar_city_hotel","Казань","Ильмар-Сити Отель","https://cdn.ostrovok.ru/t/orig/second/e3/2a/e32a7265ec24c339e0a95c69e11a3c9b7a549fa8.jpeg",2,1993,3.5,5,"",3651.78
"sovremennye_komfortnye_apartamenty","Казань","Апартаменты Современные Комфортные","https://cdn.ostrovok.ru/t/orig/extranet/media/45e48d05d7b2470ab897a31605d0a250.jpg",,1993,0,5,"",2340.00
"castro_hotel_","Казань","Отель Pano Castro","https://cdn.ostrovok.ru/t/orig/extranet/55/ec/55ec57f8587ffbc78f9411ccaf4ae9753ca82518.jpeg",3,1993,4,5,"",2814.76
"vozle_riveryi_apartments","Казань","Апартаменты возле Ривьеры","https://cdn.ostrovok.ru/t/orig/extranet/22/d1/22d1065f0a34689e05a01622329b4ab0ab04348d.jpeg",,1993,0,5,"",8616.00
"arizona_charlies_decatur__casino_hotel__suites","Лас-Вегас","Arizona Charlie's Decatur - Casino Hotel & Suites","https://cdn.ostrovok.ru/t/orig/second/9b/3b/9b3b62c39cee940277355dd5da1b2c2b7c475243.jpeg",,2008,3,5,"",3031.38
"springhill_suites_las_vegas_convention_center","Лас-Вегас","SpringHill Suites by Marriott Las Vegas Convention Center","https://cdn.ostrovok.ru/t/orig/second/a4/04/a4047cd24195c31a03652bd51d2c1065ac82ec20.jpeg",,2008,4.5,5,"",9224.72
"rosello_home","Лас-Вегас","Rosello Home","https://cdn.ostrovok.ru/t/orig/second/a8/89/a88936b1e4e7d46b121711108bfc2d2e0c4c6468.jpeg",,2008,0,5,"",9434.68
"polo_towers_by_raintree_3","Лас-Вегас","Polo Towers by Raintree","https://cdn.ostrovok.ru/t/orig/second/75/be/75be420973a8f3884ea4b29d54634547098c1fca.jpeg",,2008,4,5,"",7219.00
"travelodge_center_strip","Лас-Вегас","Travelodge Las Vegas Center Strip","https://cdn.ostrovok.ru/t/orig/second/a2/bb/a2bb2a36b6307aaa7964949b27275791645b11f7.jpeg",,2008,3,5,"",4867.62
"_0x79c1c","Лас-Вегас","Oasis at Gold Spike","https://cdn.ostrovok.ru/t/orig/content/5c/e4/5ce403c8b65108d70aae957fe84125cda584887e.jpeg",,2008,3.5,5,"Парковка,Бассейн,Фитнес,Бар/Ресторан",1855.68
"sterling_gardens","Лас-Вегас","Sterling Gardens","https://cdn.ostrovok.ru/t/orig/second/07/38/073827dd20caa7ef5aad6d98cc3916dd16436959.jpeg",,2008,2.5,5,"",3935.49
"walden_motel_","Лас-Вегас","Walden Motel","https://cdn.ostrovok.ru/t/orig/second/68/ed/68ed326beaf453b6759efdffa04f9dce2ab430fe.jpeg",,2008,2,5,"",4347.82
"stratosphere_hotel__casino__resort_hotel","Лас-Вегас","Stratosphere Hotel, Casino & Tower, BW Premier Collection","https://cdn.ostrovok.ru/t/orig/mec/41/5c/415cbe2bb3d54b42612e88754a04fe62760b27c0.jpeg",,2008,3.5,5,"",3084.72
"residence_inn_by_marriott_las_vegas_hughes_center","Лас-Вегас","Residence Inn by Marriott Las Vegas Hughes Center","https://cdn.ostrovok.ru/t/orig/second/c1/65/c1656e701a2046d30ee4bdcce6c92f4952c79bd8.jpeg",,2008,4,5,"",9414.54
"aria_resort__casino_at_citycenter","Лас-Вегас","ARIA Resort & Casino","https://cdn.ostrovok.ru/t/orig/mec/81/6c/816c6e7af045a4e5f46dd19b9b89f4c71d376635.jpeg",,2008,4.5,5,"",16381.92
"motel_6_las_vegas__tropicana","Лас-Вегас","Motel 6 Las Vegas - Tropicana","https://cdn.ostrovok.ru/t/orig/second/62/89/62890ab073785f99cf8772ab547809eb949141cf.jpeg",,2008,3.5,5,"",3334.25
"jet_luxury_at_the_vdara","Лас-Вегас","Jet Luxury at the Vdara Condo Hotel","https://cdn.ostrovok.ru/t/orig/mec/hotels/8000000/7860000/7859700/7859638/7859638_3_b.jpg",,2008,4.5,5,"",12450.63
"oakwood_at_one_las_vegas","Лас-Вегас","Oakwood At One Las Vegas","https://cdn.ostrovok.ru/t/orig/carsolize/4d/88/4d88ec8ac3679440e405b556670f0a289c627fec.jpeg",,2008,0,5,"",6989.31
"the_palms_casino_resort","Лас-Вегас","Palms Casino Resort","https://cdn.ostrovok.ru/t/orig/mec/hotels/1000000/800000/792500/792446/792446_133_b.jpg",,2008,4,5,"",5167.38
"the_mirage","Лас-Вегас","The Mirage Hotel","https://cdn.ostrovok.ru/t/orig/content/50/43/50437fcf43729a315a4ea63c706cc1ca6aa45143.jpeg",,2008,4,5,"Фитнес,Бар/Ресторан",7644.89
"golden_nugget_hotel__casino","Лас-Вегас","Golden Nugget Las Vegas Hotel & Casino","https://cdn.ostrovok.ru/t/orig/mec/1f/ed/1fed9fcc162cbaa6264be5758f6c39788e207eea.jpeg",,2008,4,5,"",4011.21
"suites_at_mgm_signature_2","Лас-Вегас","Suites at MGM Signature","https://cdn.ostrovok.ru/t/orig/second/5e/32/5e324483f81093bb75d1c649f64130ba33f1671e.jpeg",,2008,0,5,"",25978.48
"_0x403a7","Лас-Вегас","Suites at HGVC on Paradise-Convention Center","https://cdn.ostrovok.ru/t/orig/carsolize/dd/72/dd72314c34ecdbddc2a4c88c25e8895a45f1cb8b.jpeg",,2008,4.5,5,"",8090.00
"residence_inn_las_vegas_convention_center_by_marriott","Лас-Вегас","Residence Inn Las Vegas Convention Center by Marriott","https://cdn.ostrovok.ru/t/orig/second/7c/0d/7c0dec61329c7b8149a74860648d4f821195c9a7.jpeg",,2008,4,5,"",9399.44
"guest_house_latyshskikh_strelkov","Санкт-Петербург","Guest House Latyshskikh Strelkov","https://cdn.ostrovok.ru/t/orig/second/fd/06/fd0613f2829c618f36f8977c378defb5aa707bb5.jpeg",,2042,0,5,"",3265.80
"mariya_apartamentyi_na_nab_mojki_28","Санкт-Петербург","Апартаменты Мария на набережной Мойки 28","https://cdn.ostrovok.ru/t/orig/extranet/fc/ac/fcaca2abe0f38ce064bce2244a1dc6d972acf44e.jpeg",,2042,0,5,"",4720.00
"semejnyij_1_minihotel","Санкт-Петербург","Мини-Отель Семейный №1","https://cdn.ostrovok.ru/t/orig/extranet/a2/8d/a28dc2070071b1a223c7fae1227bfed36a7a6f95.jpeg",,2042,0,5,"",2229.21
"carskaya_stolica","Санкт-Петербург","Carskaya Stolica","https://cdn.ostrovok.ru/t/orig/carsolize/93/5c/935c552187c187fab82e1c35b8136fb4685d8012.jpeg",,2042,0,5,"",2996.47
"romanov_appart","Санкт-Петербург","Апартаменты Romanov Appart","https://cdn.ostrovok.ru/t/orig/extranet/ed/6e/ed6eb662a1621bbee468a7c5d95bcc5b408bf68c.jpeg",,2042,0,5,"",3942.29
"v_tsentre_apartments","Санкт-Петербург","Апартаменты у Московского вокзала","https://cdn.ostrovok.ru/t/orig/extranet/44/2b/442b6922cd8a854aaaa4528d7c757e75621aac2e.jpeg",,2042,0,5,"",11800.00
"rubin_26_art_apartments","Санкт-Петербург","Апартаменты Рубин 26 АРТ","https://cdn.ostrovok.ru/t/orig/extranet/2a/8b/2a8bafd0211090dfbc1696c63db7384022395e86.jpeg",,2042,3,5,"",3245.00
"v_tsarskoj_stolitse_apartments","Санкт-Петербург","Апартаменты в Царской Столице","https://cdn.ostrovok.ru/t/orig/extranet/48/ea/48ea45c3620bf0cb93309b9fa34bc2f310d6119a.jpeg",,2042,0,5,"",3942.29
"roomp_sovetskaya_minihotel","Санкт-Петербург","Мини-Отель Roomp Советская","https://cdn.ostrovok.ru/t/orig/extranet/b9/1f/b91f757e9ef5cb2647f082866f64d6529fb2cf46.jpeg",,2042,3.5,5,"",2229.21
"vysotsky_hotel_2","Санкт-Петербург","Мини-Отель Vysotsky","https://cdn.ostrovok.ru/t/orig/extranet/0e/72/0e7297ddce101236d69005a8fc95b2b5fc7095f6.jpeg",,2042,0,5,"",2996.47
